0,0.5
0.5,0.524958
1,0.549667
1.5,0.57388
2,0.597355
2.5,0.619856
3,0.641161
3.5,0.661054
4,0.679339
4.5,0.695832
5,0.710368
5.5,0.722802
6,0.73301
6.5,0.74089
7,0.746362
7.5,0.749374
8,0.749893
8.5,0.747916
9,0.743462
9.5,0.736575
10,0.727324
10.5,0.715802
11,0.702124
11.5,0.686426
12,0.668866
12.5,0.649618
13,0.628875
13.5,0.606845
14,0.583747
14.5,0.559812
15,0.53528
15.5,0.510395
16,0.485406
16.5,0.460564
17,0.436115
17.5,0.412304
18,0.38937
18.5,0.367541
19,0.347036
19.5,0.328058
20,0.310799
20.5,0.295431
21,0.282106
21.5,0.270959
22,0.262099
22.5,0.255617
23,0.251577
23.5,0.250019
24,0.250959
24.5,0.254387
25,0.260269
25.5,0.268546
26,0.279136
26.5,0.291933
27,0.306809
27.5,0.323615
28,0.342183
28.5,0.362329
29,0.383849
29.5,0.406531
30,0.430146
30.5,0.454459
31,0.479228
31.5,0.504203
32,0.529137
32.5,0.55378
33,0.577885
33.5,0.601212
34,0.623528
34.5,0.64461
35,0.664247
35.5,0.682242
36,0.698417
36.5,0.712609
37,0.724677
37.5,0.7345
38,0.74198
38.5,0.747042
39,0.749636
39.5,0.749735
40,0.74734
40.5,0.742472
41,0.735183
41.5,0.725543
42,0.71365
42.5,0.699622
43,0.683599
43.5,0.665742
44,0.646229
44.5,0.625255
45,0.60303
45.5,0.579775
46,0.555722
46.5,0.531114
47,0.506194
47.5,0.481212
48,0.456418
48.5,0.43206
49,0.40838
49.5,0.385616
50,0.363995
50.5,0.343732
51,0.325031
51.5,0.308079
52,0.293043
52.5,0.280076
53,0.269306
53.5,0.260841
54,0.254766
54.5,0.251141
55,0.250002
55.5,0.251362
56,0.255206
56.5,0.261495
57,0.270168
57.5,0.281137
58,0.294293
58.5,0.309504
59,0.326619
59.5,0.345466
60,0.365857
60.5,0.387588
61,0.410443
61.5,0.434192
62,0.458599
62.5,0.48342
63,0.508406
63.5,0.533308
64,0.557877
64.5,0.581869
65,0.605042
65.5,0.627165
66,0.648018
66.5,0.667392
67,0.685094
67.5,0.700946
68,0.71479
68.5,0.726489
69,0.735924
69.5,0.743002
70,0.747652
70.5,0.749827
71,0.749507
71.5,0.746693
72,0.741414
72.5,0.733724
73,0.723698
73.5,0.711437
74,0.697063
74.5,0.68072
75,0.662572
75.5,0.642799
76,0.6216
76.5,0.599185
77,0.57578
77.5,0.551617
78,0.526938
78.5,0.501991
79,0.477023
79.5,0.452285
80,0.428024
80.5,0.404482
81,0.381895
81.5,0.360487
82,0.340473
82.5,0.322054
83,0.305412
83.5,0.290715
84,0.278108
84.5,0.267719
85,0.259651
85.5,0.253984
86,0.250775
86.5,0.250056
87,0.251835
87.5,0.256093
88,0.262789
88.5,0.271854
89,0.283199
89.5,0.296711
90,0.312253
90.5,0.329672
91,0.348792
91.5,0.369423
92,0.391359
92.5,0.41438
93,0.438257
93.5,0.46275
94,0.487616
94.5,0.512606
95,0.537469
95.5,0.561959
96,0.585829
96.5,0.608841
97,0.630766
97.5,0.651385
98,0.670491
98.5,0.687893
99,0.703418
99.5,0.716911
100,0.728236
100.5,0.737281
101,0.743955
101.5,0.748192
102,0.749948
102.5,0.749207
103,0.745977
103.5,0.740288
104,0.732199
104.5,0.721789
105,0.709164
105.5,0.694449
106,0.67779
106.5,0.659356
107,0.639329
107.5,0.61791
108,0.595313
108.5,0.571763
109,0.547497
109.5,0.522756
