0,1
0.25,1
0.5,1
1,1
1,1
1.25,1
1.5,1
1.75,1
2,1
2.25,1
2.5,1
2.75,1
3,1
3.25,1
3.5,1
3.75,1
4,1
4.25,1
4.5,1
4.75,1
5,1
5.25,1
5.5,1
5.75,1
6,1
6.25,1
6.5,1
6.75,1
7,1
7.25,1
7.5,1
7.75,1
8,1
8.25,1
8.5,1
8.75,1
9,1
9.25,1
9.5,1
9.75,1
10,1
10.25,1
10.5,1
11,1
11,1
11.25,1
11.5,1
11.75,1
12,1
12.25,1
12.5,1
12.75,1
13,1
13.25,1
13.5,1
13.75,1
14,1
14.25,1
14.5,1
14.75,1
15,1
15.25,1
15.5,1
15.75,1
16,1
16.25,1
16.5,1
16.75,1
17,1
17.25,1
17.5,1
17.75,1
18,1
18.25,1
18.5,1
18.75,-1
19,-1
19.25,-1
19.5,-1
19.75,-1
20,-1
20.25,-1
20.5,-1
21,-1
21,-1
21.25,1
21.5,1
21.75,1
22,1
22.25,1
22.5,1
22.75,1
23,1
23.25,1
23.5,1
23.75,-1
24,-1
24.25,-1
24.5,-1
24.75,-1
25,-1
25.25,-1
25.5,-1
25.75,-1
26,-1
26.25,-1
26.5,-1
26.75,-1
27,-1
27.25,-1
27.5,1
27.75,1
28,1
28.25,1
28.5,1
28.75,1
29,1
29.25,1
29.5,-1
29.75,-1
30,-1
30.25,-1
30.5,-1
31,-1
31,-1
31.25,-1
31.5,-1
31.75,-1
32,-1
32.25,-1
32.5,-1
32.75,-1
33,-1
33.25,-1
33.5,-1
33.75,-1
34,-1
34.25,-1
34.5,-1
34.75,-1
35,-1
35.25,-1
35.5,-1
35.75,-1
36,-1
36.25,-1
36.5,-1
36.75,-1
37,-1
37.25,-1
37.5,-1
37.75,-1
38,-1
38.25,-1
38.5,-1
38.75,-1
39,-1
39.25,-1
39.5,-1
39.75,-1
40,-1
40.25,-1
40.5,-1
41,-1
41,-1
41.25,-1
41.5,-1
41.75,-1
42,-1
42.25,-1
42.5,-1
42.75,-1
43,-1
43.25,-1
43.5,-1
43.75,-1
44,-1
44.25,-1
44.5,-1
44.75,-1
45,-1
45.25,-1
45.5,-1
45.75,-1
46,-1
46.25,-1
46.5,-1
46.75,-1
47,-1
47.25,-1
47.5,-1
47.75,-1
48,-1
48.25,-1
48.5,-1
48.75,-1
49,-1
49.25,-1
49.5,-1
49.75,-1
50,-1
50.25,-1
50.5,-1
51,-1
51,-1
51.25,-1
51.5,-1
51.75,-1
52,-1
52.25,-1
52.5,-1
52.75,-1
53,-1
53.25,-1
53.5,-1
53.75,-1
54,-1
54.25,-1
54.5,-1
54.75,-1
55,-1
55.25,-1
55.5,-1
55.75,-1
56,-1
56.25,-1
56.5,-1
56.75,-1
57,-1
57.25,-1
57.5,-1
57.75,-1
58,-1
58.25,-1
58.5,-1
58.75,-1
59,-1
59.25,-1
59.5,-1
59.75,-1
60,-1
60.25,1
60.5,1
61,1
61,1
61.25,1
61.5,1
61.75,1
62,1
62.25,1
62.5,1
62.75,1
63,1
63.25,1
63.5,1
63.75,1
64,1
